Text,Depressed
"Im concerned about My 12 year old daughter  

About a month or two ago she started walking on her toes  as well as coloring and writing very messy  This all happened very suddenly  She has never walked on her tiptoes and has always colored and written very neatly  

Is this something I should be concerned abou Any advice will help ",0
I suffer from adult ADHD   disorder  and   It has been difficult to find a doctor in my area and my primary physician wont help  I am unemployed and overwhelmed  What would you suggest I do,1
Every winter I find myself getting  because of the weather   How can I fight this,0
I feel so alone  I have so many people around me  but it seems as they   listen and dont understand   They say it will all be okay  or they dont listen to me st all   Everyone says they are here for me but it doesnt feel   they are  Why do I feel so alone,0
I   had a newborn  When I brought him home  my mom told me to leave  Now Im in a womens home  I dont see my   that often because he works  The womens place is helping me find an apartment so I can go back to work and get child care ,1
This is my recovery  and I dont feel that it is okay for them to ask this  They told me it is policy due to the fact that I may run into a peer there  I am a peer counselor in the small community that I grew up in  I am in recovery myself  I was asked to come work for this organizat after I was two years sober (I was in treatment in this organizat)  I work with mental health peers and run life skill groups  I dont work with substance peers ,0
"Im in my late teens and live with my dad  The only time I go out is for my college classes  Sometimes when I see my friends I want to talk with them  but sometimes I wont want to talk to them for days or even weeks     Sometimes I feel im not worth knowing or im never going to do anything right 
   Are they right  am I ",1
Or how to send him somewhere that can help him  something   The Baker Act ,0
I have twin toddlers  I experienced a death of loved one prior to giving birth  I had a horrible break up with the father  People told him he was using me for money  My ex-  had extreme meltdowns every day for three years  Im always alone with no friends ,1
Every winter I find myself getting  because of the weather   How can I fight this,1
I always feel  but yesterday was fine at work   the usual struggle of finding things to do between projects and assignments It was a fairly unevenul day after finishing my morning duties 1,0
My fiance and I come from a strong Christian background but both went off the straight and narrow once before  He is having a hard time accepting my past  especially that Im not a virgin  He has a hard time in general accepting himself and others     His insecurities are  ing our relatship  How can I help him let go of my past and decide to live in the present,0
After he got home from the hospital he was angry  then for a time wonderful   Now he isand hopeless again ,1
I self-harm  and I stop for awhile  Then when I see something  or  I automatically want to self-harm ,1
"I know someone who is extremely sensitive to stress and very sensitive to a negative tone of voice  Sometimes during a disagreement he tells me that my communicat is having a harmful impact on him  Once he believes I am being negative I cant seem to find a better way of communicating  In fact  it is often a self fulling prophesy because his accusatory manner becomes unbearably frustrating  

What advice might you offer",0
Im a teenager and Ive been sneaking out of my house at night for a year now  Ive been caught several times   I want to stop doing this but I dont know where to start  How do I stop,0
Ive been with a man for four years  For the last year  he has said he is done  but he still talks  texts  visits  and has not moved on with anyone else  His words do not match his acts  I love this man  but its  ing so much ,0
My   broke up with me five months ago because I said awful things to her one night for no reason of hers  I have been trying to get her back  but it isnt easy  She is in her 50s and I am in my 40s  She is the one I want for my life  and this is killing me  Every day  I cry  and I am desperate for help ,0
A lot of times  I avoid situats where I am to meet new people because I have a fear of embarrassing myself  I often avoid large groups of people    parties  because I think they all constantly judge me ,0
I am lazy  I am very aware of the problem and try to talk myself out of it all the time  but I never seem to shake the habits  I try to think of what it is doing to me and my future  but no matter what  I keep creating excuses for myself to continue the procrastinat  All Im ever left with is regrets and a low grade  I am at an all-time low in my life  and Im not even that old  Ive always been a straight-A student  but now Im getting Cs and Fs  and it  s me to know that I am way better than that  Its not even   the work is hard ,0
My     quit drinking and she became     She told me that she wants to move  What can I do to help her I want her to stay ,1
I told her that if daddy dies  we will never see him again  She started crying because I wouldnt make her daddy die ,0
Two years ago  I was separated from the military into my contract for medical issues  It has emotally destroyed me  I now basically hate myself  Its embarrassing to be separated from the one place who takes anyone  My family has been in the armed forces  and it has always been my dream  I cant do this alone anymore  and now my family is even worried ,1
I spoke with my husband He said he has not been feeling well He     he needs to change some habits I said I would help him with whatever he needed 1,0
My  has been reoccurring for a long time  It all started when I was being bullied in high school  In ninth grade  my principal told me I needed to stay home for a couple days to protect myself while she spoke to my classmates  I needed professal help for my stress because I was having crying spells from the stress of going to school and confronting my classmates  After that  I was fine for a couple of years  I entered my first year of college in a   tough program with high demands of expected work  I believe my  re-booted from there with the stress  I began to cut myself because a friend of mine at the time told me how she used to do the same and it used to feel good for her  Obviously  that wasnt the right choice  I regret ever doing that  seeing as even though Im not self-harming anymore  I always look back at that time whenever I feel very stressed  I have a big problem with handling problems in life  Whenever a problem arises  I get stressed and I feel hopeless  as if its not going to get better  I get way too stressed from my problems  which leads to overreacting a lot (especially when talking to others)  which then leads to   I have a hard time coping with stress because I know that if I could handle it easily then I wouldnt be  all the time  and I would say and do the right thing instead of overreacting to my loved ones ,1
Imand recently went through a break up  Its   every guy I   only wants me for   I think Im ugly  and sometimes I   want to die  I have a son  and I got   big when I was pregnant  I have stretch marks on my stomach ,1
My roommate has had a problem for a while  She goes out  gets trashed  and then expects everyone to take care of her  The next morning  she apologizes constantly until she   vali d  She also thinks everyone hates her all the time  If I dont seem anything other than happy  she asks me Do you hate me You hate me  Tell me you love me  and I feel   I have to pity her because she has also been suicidal before ,0
I feeleven though I act   a happy with my family  I act   Im happy so my son doesnt see me   I act   my life is a happy life  but I feel  and I sometimes think of killing myself and that my family deserve someone better than me  I   cry and write in my book all these feelings ,1
I have PTSD from childhood events and other traumas as an adult  I have panic attacks  nightmares  anger  and at times   I feel   Im always on the edge or   apathetic   Can I fix this by myself,1
I was born a girl  but I want to be a boy  Because of my relig I cant tell my family  I know they wont accept me  What do I do,0
How do therapists classify the type of personality their clients have  What characteristics do they look at to decide what type of personality the client has Ive read about this online  but Id   to understand this from a therapists point of view ,0
Ive been dealing with this for years  My mom thinks Im overly emotal and refuses to offer any help    therapy or seeing a doctor  Shes seen me when Im having a panic attack and   said I was faking for attent or that Im a hypochondriac  I   want to get better ,0
"I had a very troubled up bringing and Im currently dealing with alot right now  I know some people may not think so  but to me its a lot  I feel overwhelmed  Could this be 
   I use to be in therapy as a child  Alll throughout elementry  middle  and high school I had counseling 2-3 times a week  I havent be in counseling lately though ",1
"I am in high school and have been facing  issues lately  Whenever I get close to being in a relatship  some kind of  takes over and keeps me from the relatship  This  causes me  at times and even makes me want to vomit  While a semi-relatship should be joyous  for me  its an emotal nightmare I cant get to the bottom of  Ive had this before and had to leave the semi-relatship to avoid throwing up every time I made contact with my crush  What could be the reason behind this Is it massive nerve problems Is it a fear of a   relatship
   While Im not quite ready to be in one anyway  I want to get to the bottom of this for a brighter future in which I can be in one  I dont take medicats and have no desire to  I have read forums  and Ive talked about the issue with my sister who has faced similar problems ",1
My husband and I are in a terrible place  Part of me wants to fix it  but then Im caught up with not knowing how and not being able to communicate my feelings to him because he always   Im blaming him  Sometimes I am because the feelings of distrust are so strong  I feel they must be coming from something hes doing  but sometimes I know Im being irratal  Still  that doesnt stop the   The other half of the time  I   want to walk away  but I feel   that will only be a temporary fix ,1
I was at work for most of yesterday and was fairly busy I was  to meet a deadline however  the work was mind numbing data entry stuff It took up the bulk of my time and mental energy 1,0
I have attent-deficit/hyperactivity disorder  posttraumatic stress disorder    anger  and memory problems  I cant work  I have no income  Im on medicine  but I feel worthless  I want to be normal ,0
I am broke  but I am sure I have been  for the past couple of years  I have always had   I   need someone to talk to right now  I dont have any friends or family I can talk to  Im on the verge of   giving up ,1
"Ive never been able to talk with my parents  My parents are in their sixties while I am a teenager  I love both of them but not their personalities  I feel that they do not take me seriously whenever I talk about a serious event in my life  If my dad doesnt believe me  then my mom goes along with my dad and acts   she doesnt believe me either  Im a panual  but I cant trust my own parents 
 Ive fought  and won however  stress and  are killing me  I feel that my friends dont listen to me  I know they have their own problems  which I do my best to help with  But they dont always try to help me with mine  when I   need them  I feel as if my childhood has been taken from me  I feel as if I have no one whom I can trust ",1
I have been  with general  and  by my family doctor  They wrote a prescript for me to have an emotal support dog  I have the paper work  and I gave it to my apartment manager  They said I cant keep the ESD because Im not disabled  What do you suggest I do,1
"My   shows affect  but I   push him away   Every time my   tries to kiss  hug  or touch me I almost always push him away  Im on birth control and it has killed my  drive  

 I love him so much   Why do I do this",0
I always feel   Im doing something wrong  Everything I do is crappy  I want to cry all the time  I cant eat or sleep ,1
I was raped a couple months ago  Since then  along with other unfortunately events that have occurred  I have been having trouble feeling emots  Its almost as if Im a sociopath lacking any feeling  What can I do to change this,0
I recently lost a friend to    Im smoking marijuana and more to cope with it  How can I handle this better,0
Im a 40 year old male and having erect problems  Still have the desire for a woman  Awfully frustrated  Any suggests My Doc doesnt want to discuss it ,0
"My last relatships have ended horribly  They   up and abandoned me  One of them I have never gotten closure with over it  leaving me emotally wrecked  I know somethings wrong with me but I dont know how to even start trying to better myself 
I get into these  states whenever anyone I care about is too busy to be with me  I know that I shouldnt act   that because people are genuinely busy  but I feel   theyre doing it   because they dont want to be around me ",0
Ive been going through a rough time lately  I been into nothing but women  Ive never thought about men until a week ago  Im very upset andabout this  Its not normal to me  I looked at gay porn more than once to prove that Im not gay  I get the same results each time  and I feel disgust  This is tough on me  Im  that I looked too many times  I keep thinking about it and shake all the time ,0
I believe it is wrong for men to look at inappropriate content  The father of my child has agreed to respect my beliefs  His co-worker sent him an inappropriate video  He got mad because he does not think he should tell his friend to not send him things   that ,0
My   was abused as a child  Now  if I hug or touch her in any kind of way she says she   as if she is being abused as a child  What might be going on,0
"She refuses to talk to me and told my mom (her grand mother) that she is remembering things from the past  I dont know what to do  My daughter blames me and swears she hates me 

My parents say I should   let my daughter live with her dad  but I dont see how I could fix things if I only see her every other weekend  What should I do",0
I always feel the need to impress people  whether its my family  the people at school  or   random people  I know that no matter what I do or how I change  there will always be some people who hate me   Why do I feel this way,0
Im going through a divorce with my wife of three years  who Ive known since the 4th grade and been involved with for seven years  We   had a baby seven months ago and never got along with my mother  who Ive lived with for years  I am now back with my mother because I have nowhere to go with this divorce looming  Im heart broken because I fell into a   I havent seen my child in a while  Im having good and   dreams  and I feel hated  Can you help Can you intervene Can I speak with someone,1
My   and I have broken up and gotten back together numerous times in the past two years  We recently   broke up again last night on New Years Eve  When we break up  the very next day  she calls me and acts as if nothing has happened  She acts   everything is alright  This has been going on for two years  I do love her and care about her and her children a lot  but she seems   demanding as far as what she deserves from a man  She is always telling me that she deserves this and that from a man  It makes me feel   crap because I cannot give her everything that she wants  She told me one time that she wants a man who is going to be afraid to lose her  Is that a normal thing that women want  or should I   move on already I am in my 30s and she is in her 40s ,0
I noticed lately that Ive been thinking a lot about death  I dont want to die  and Im not suicidal  I   think about what would happen if I died or if someone I loved died  I imagine how  everyone I know would be  I know it isnt worth it  and I definitely want to live and have a future  I   think about it  When Im driving  I sometimes imagine what would happen if I   let go of the wheel and kept going ,0
Ive been married for 3 years and I have two kids  During my 3-years married  my husband cheated on me twice  The second time   got to me and at my lowest I   him back  We arent communicating as well as I would    What do I do,1
I am so terrified of having  anymore because I have been told over and over that  is dangerous even though me and my partner used both forms of protect  My partner is not happy about this and simply wants more   and honestly  I want to give that to her ,0
"I dont remember when the voices in my head started  but I remember Hearing them when I was little  

I know its not normal to hear voices that arent your own  I fight the voices and I want them to stop   Theyve been here so long and I want them gone  How can I make the voices stop",0
"Sometimes I cant stop thinking about life after death  I was raised in a relig that teaches that we will live on forever either in hell or in heaven  
When I think of living forever (even if it is in heaven which should be good)  I feel overwhelmed  I dont   the thought of living forever and ever and ever  Sometimes I   cant get the thought out of my mind and the thoughts lead to panic and   
Am I crazy I dont think these thoughts are normal ",0
Im  and recently went through a break up  Its   every guy I   only wants me for   I think Im ugly  and sometimes I   want to die  I have a son  and I got   big when I was pregnant  I have stretch marks on my stomach ,1
Ive recently thought that i could be transgender but Ive never had the mind of a girl ,0
How does a counselor decide when to end counseling sesss or to terminate working with a client,0
Im a man  and Im soon to be married  I have been messing around with other men on the side  It started as a once in a while thing  but its been happening a lot  I dont know what to do ,0
Im a guy  If I dont   girls  nor do I   guys  does that mean Im gay,0
My parents arent letting my   and I talk or see each other while Im pregnant,0
"My brother has been  with paranoid schizophrenia and has not been taking his medicat  Hes been using methamphetamine and alcohol and was found sleeping naked in my step mom driveway in 12 degree weather 

I was adopted in by his dad (who   passed) and his mother will not Get involved because shes afraid of financial responsibility  

Do I have the rights to be able to sign my brother into mentalhealth facility",0
Im a teenager  My entire family needs family therapy  and more than  ly individual therapy  My parents refuse to take act  and Im tired of it  Is there any way I can get out of this myself,0
You should look into TMS and ECT as opts for treatment  Work with your psychiatrist to find the medicat or combinat of medicats that work for you ,1
Ive been hospitalized twice  Once was last month for psychiatric help  Im on medicine  but Im struggling with fighting the negative thoughts  irratal fears  and loneliness  The people around me arent helping much ,1
"When Im in large crowds I get angry and I   cant deal with people  I dont     other people (I prefer animals) they make me nervous and  
   I lay awake at night thinking and having conversats in my head and i almost always end up making myself feel terrible and crying  I have more converss in my head than I do with actual people     I dont know whats wrong with me and why I feel this way  What should I do",0
"On the first day of school I wore a bra that was too big so that it would look   I had bigger boobs   I did that the whole school year and my parents never found out  But now I can never hang out with my friends at my house or invite them over because it would be around my parents and my friends would see there is nothing there on my chest  

How do I fix this",0
I regret ever  ing her and they mean the world to me  But it     nothing I do seem to work  Ill always love them no matter what and when Im with them nothing else matters  I love them more then anything  I dont want another guy raising my kids ,0
I am a survivor of domestic violence from a past relatship  Even after seven years  I still have horrible nightmares  I wake up in sweat  and the dreams feel so real ,0
Im a teenager  and while Ive never been to any kind of therapist  I noticed I experience several  symptoms  I frequently find myself not going out and following my parent around the house  I cant go into stores (grocery stores specifically) on my own  and when I do  I have to be on the phone with my dad the whole time  I also forget things a lot ,0
I was born a girl  I look   a boy  I sometimes feel   a different variat of gender  I dont know what to say if someone asks my gender  I   get   confused and usually say my birth gender ,0
Ive been  for quite a while  Ive been trying to work through it  and my   has been my rock  He is honestly the only person I trust enough to talk to about anything  but he decided to break up with me because of my   I cannot afford to see a therapist or anything  so he saw no hope in staying with me  My insurance has a $5000 deductible  so Im screwed  Ive had everything from suicidal thoughts to trying to quit my job  I have no one  My family doesnt care about me they kicked me out when I turned 8 a few years ago  I had friends  but they have all moved on with their lives and have no time for me  My ex-  is trying to help but is making things worse because every time I see or hear him  I break down into tears  I found out that I will never be promoted now because of my  ,1
Im a teenager  and I   got my first job  I am a month and a half in  Yesterday  my boss pushed me to the point where I had to go to the restroom and cry  She didnt see me  and Im glad  but when I went to talk to her about it today  I let a tear or two come out  I hate it  I feel   theyre not going to keep me anymore ,0
I am the problem  I make my family argue because of me  My mom has even said it  Its constantly   this  I cause problems  I am worthless  I cant stop crying  Sometimes I have to cry myself to sleep  I cant even leave my room because my family cant stand me ,1
I have known her for years  She was   my brother-in-law when we met  My kids think of her as their aunt  On Halloween 2014  I lost my mom to cancer  My mom and dad were still married when she passed away  My friend was there for me through that and my own cancer diagnosis  She has been a very big part of both me and my kids life  but now last month  my dad told me that he    s my friend and wants to marry her  Shes   a sister to me  My kids hate the idea ,0
I have cheated on my husband of five years roughly ten times  I pretend we arent married at my work  Recently  he has caught on  but I lie to cover it  He use to talk to girls online  but I have caught myself constantly having a affair ,0
I need to speak to someone about ual addict and binge eating immediately ,0
Should I tell my kids that Santa is real after their dad told them he is not,0
I dont know how else to explain it  All I can say is that I feel empty  I feel nothing   How do I stop feeling this way,1
I had a dispute with my therapist regarding an appointment cancellat  Now  she is blocking me from seeing other psychologists at the same clinic (which takes my insurance)  which is also where I get my psychiatric services  There is a strict 48 hour cancellat policy  and my appointments are at 3 00 on Tuesday  I called to cancel at 4 30 the previous Friday  I was late  so we contacted my doctor to tell her that I would be out of town  She said I could do a phone in sess  The thing is we do double sesss ,0
The salient thing wasnt so much about God  but about the Creat/ Intelligent Design/ Evolut topics During some down time  I browsed a news article link  which lead me to a website and some related articles  which lead me to a topic and place nearby which contains one of the largest fossil records  records which refute the basic un-quested and false aspects of Darwins evolutary theories  A vacat plan (to visit these fossil-rich areas) immediately came to mind  1,0
"I am in my 30s with 2 kids and no job and Im behind on the bills  Ive been trying everything with no results  I feel   everyone else  puts their needs in front on mine  I give intil it  s and Im afraid that Im going to fail my babies 

Ive been struggling for 5 yrs in a relatship with no communicat and no alone time  How can I get some support",0
I struggle with  as well as pretty intense mood swings throughout the month  I experience highs where I feel amazing and energetic and then lows where I lack focus  energy  and generally have a more dark outlook on my life  How can I live a more balanced life,1
"I dont know whats wrong with me  At times I can be   happy  excited  Ill talk fast  and I want to do things  But lately Ive been staying up way later and sleeping too much  I dont hang out with friends  I dont   have them  I feel nothing  worthless  I want to do nothing  I have no interest in anything  

All I usually do is stay in my room  I want to be happy  I want to be nice  Whats wrong with me",1
"Hes been losing feelings and he doesnt know why  I love him very very much  He sometimes thinks Im obsessed when Im not at all  I give him his space and I make sure hes okay but  sometimes I think if me and him saw each other more it would be better
I truly want me and him to get better  its kind of hard not to stress about it  because the love of my life is losing feelings which is a  feeling  Hes a great guy  I   dont know why hes been losing feelings towards me  Hes starting to put less effort in talking to me 
At this point Ill do anything to   make us better as a couple  I tried talking to him but he doesnt   talking about it much  Advice on what to do",0
Ive been on 0 5 mg of Xanax twice a day for the past month  It hasnt been helping me at all  but when I take 1 mg during a big  attack  it calms me down  I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking Im abusing them  I   have very big  attacks  Should I stay on the 0 5mg and deal with the attacks or should I ask to up the dose Im afraid she will take me off them and put me on something else ,0
I   got out of a two year relatship  I broke up with my   because he wasnt showing any affect at all  He was talking to other women and lying about it  It pushed me away and   me  but Im still in love with him  A couple days after our breakup  he was talking to someone new  He told me he wasnt sure if he loved me  I cried for several days  lost my appetite  and couldnt sleep  Our whole relatship was only us  We didnt have friends  It was me and him against the world  We didnt talk to anyone else because we only wanted to talk to each other  We hung out constantly and Skyped to sleep every single night  Then  when I cut myself  we talked on Skype  He cried and told me Im still in love with you  I never stopped loving you  and I cried tears of joy  I asked multiple times if he loved me and asked to make sure he wasnt   saying that because of me being so   He promised and assured me he loved me  He came over after that  and we had  because he wanted to  He went the home that night and told me he didnt love me  and he lied because he was   He told me I wasnt attractive  I wasnt beautiful to him  and that I changed  He also told me he was 00% sure hed never love me again  Im still in love with him  Why do I love him How do I stop   knowing that someone else is with him  s me  That I wasnt good enough and that Im no longer beautiful  s me  I think I need a therapist  but dont know if I should ,1
I have several issues that I need to work through  However  I am afraid of and do not trust therapists after a horrible experience  Im dealing with grief and guilt over losing my sons due to  use  I have a very complicated traumatic relatship issue that is causing me severe  and fear ,0
My doctor thinks that seeing a psychiatrist will help with my  and    Now my  is worse  what do I do  Writing on here has taken every bit of strength I have left ,1
My mother and I have an okay relatship  I know she loves me unconditally  and I love her the same  However  more times than not  Im afraid to tell her anything personal because she either doesnt listen  she turns it around and makes everything about her  or she ignores things - even when they are about my mental health ,0
How can I talk about my diagnosees() without it sounding   an excuse,1
What are some difficulties that a counselor can encounter when dealing with a client,0
I have no real friends  I have a   who irritates me but loves me to death  I push her away and pushes me away  Were going through a breakup  and I have nobody ,1
I need help dealing with stress  How can I handle it all and feel less stressed out,0
I have a     temper  I get mad very easily then stay   that the whole day  I dont mean to be that way  but I cant help it ,0
My daughter basically freaked out out of nowhere over me saying “calm down” when she dropped her phone  Within seconds  the situat escalated to her kicking me out on the curb  saying horrifically unspeakable things  and her calling the cops on me  She seems unable to stop herself at times ,0
Im a Christian teenage girl  and I have lost my virginity  My   is a Christian teenager too  but things   got out of hand between us in a ual manner  I planned to abstain from  but I guess I wasnt clear about this because I was also tempted and led him on  We continued to have   Does it mean that he isnt the one God planned for me Were so young  but that doesnt stop me from dreaming of a potential future together  I   do feel   he is in my life for an important reason  Im incredibly happy for I was able to escape from several abusive relatships because of him  I love him very much ,0
I   getting attent from men  I dont have   I lead them on to thinking I might want to  I   to tease  I   for men to chase me  and I   to feel wanted ,0
"Im in my late teens and live with my dad   The only time I go out is for my college classes  Sometimes when I see my friends I want to talk with them  but sometimes I wont want to talk to them for days or even weeks  

Sometimes I feel im not worth knowing or im never going to do anything right 

Are they right  am I ed",1
However  it seems as though he is   talking to someone other than himself  I have even accused him of having a secret phone  Is he trying to make me crazy on purpose  or is he   talking to himself,0
My  s grandma passed away 5 months ago  They were very close  She took care of her till she died  Things kinda returned to normal few weeks later  Last month it     we hit a brick wall  Intimacy fell off  I asked whats up  She says she cant connect with anyone and that its not me  She used to be very open and expressive  Now she gives short answers and has no interest in  or any touching   When we did have  in the last month  something felt   off  Now Im very insecure about us and have thoughts of her cheating  She says otherwise  but I dont know  It       something is   off ,0
Ever since I was little  I loved the idea of loving someone and spending my whole life with them  I treated everyone nice  For girls I  d  I would spend every second with them  It always ends the same way  “I   you as a friend ” or “I love your attent but not you ”,0
"A few nights ago I talked to this girl I know about my self esteem issues for the first time  We talked for hours and she told me time and again that I was a great guy  She told me I was attractive  and have a great personality  etc  I   started to feel better about myself by the time I woke up the next morning 
Now  though  I cant stop thinking about her  but I leave to go back to college in a few days and I go to school 4 hours away from her  So now I feel constantlybecause even if I told her how I felt it wouldnt matter  I feel helpless and I dont know what to do ",0
"I cant even smile or fake one  I cant feel happiness about anything and I cant show love towards another person not even my    I hate myself sometimes  All I see is ugly 
   I cant get over the loss of a loved one and Im not close to my family  What can I do",1
Im a teenager  and I created a sort of imaginary friend to help me cope with stressful situats or if Im worried or upset  She gives me advice and comforts me and tells me itll be okay  Ive given her a name (Solace) and created a personality for her thats   a comforting motherly figure  I know its   my own advice and my own thoughts  but its   that Im thinking of them through a voice other than my own  I do this because I know I never   listen to my own advice  and I thought it would be better if it was through someone else who knew my thought process in and out  through this imaginary friend  Is this normal Could it develop into a separate personality with time if I continue a mentality that she is her own person,0
My mom and dad got divorced four years ago  I had to finish out the school year with my dad  and now they are deciding which place is best for me  I cant choose  How can I choose if I love both places,0
I was  to go to middle school  I was afraid of what people might say about me  so when school started  I wasnt acting   myself  I was quiet  which Im usually not  I didnt talk to anybody and didnt have any friends  Then a few years later  my grandma died  I   became  and stop going to school for a little  I hated myself and still do  I   need help  I need someone to care for me  I need someone to show that they care ,1
Im unemployed   relocated  I cant get approved for a place to live because of past mistakes which follow me to this day  Im  and on the verge of loosing my partner because Im overwhelmed and have trouble functing on a daily basis  I see no light at the end of this tunnel and need some help  I see no point in this chaos infested  some call life ,1
I was in a relatship for almost five years  We were friends for a few years before we got into a relatship  He was a caring  friendly  and charming guy up until three and a half years in  He started controlling me  who I hung out with  where I was at all times  and he had a huge hissy fit if I tried to ask him the same quests  All that time  he    d me as a friend and was cheating on me with my so-called friends  At the end  he was a nasty and narcissistic person  Now its hard to be social ,0
"My mother is combative with me when I say I dont want to talk with her about my    

She hasnt been supportive of me in the past and she isnt someone that I feel comfortable opening up to  She constantly tries to instigate conversats where she asks me quests that I dont want to or cant answer  I tell her I dont want to talk and she starts arguments with me  

How can I get her to understand",1
I feel   I am not at a good state of mind  Im very unsettled in my soul  Im not happy with myself or the deciss I make  which makes me not happy with anyone else  I feel   a failure most of my days  I dont feel   Im good at anything anymore  I feel   less of a person ,1
Im currently struggling with      and Misophonia  Also  I am 99% sure I have Borderline Personality Disorder and Avoidant Personality Disorder  I read the DSM-IV  taken college psychology  etc  I know it in my heart I have them  Is self-diagnosing okay with the right research,1
She has lied about every aspect of her life  Shes created three fake relatships  The most recent one is concerning because she has fake photos  phone calls  and text messages  and its with a married man with kids  Her lying is becoming dangerous because she could ruin lives ,0
I have anger issues that have worsened over the years because Ive never dealt with my emots  My anger has never been expressed physically until the past year  My   has had to endure these episodes  I love her  and I think Im about to lose her  if I already havent  I throw things at her when Im angry  and sometimes I hit her  I may not hit her enough to cause harm  but I still physically lash out at her  I dont want to lose her  and I dont want the situat to worsen  I am a lesbian in my early 30s  and I have been dealing with anger since my childhood  Im ready to change  I need help now  Im about to explode ,0
"Every time I send a message to someone or a group message on Instagram  iMessage  or snapchat people will read my messages but then they wont answer me  

Could it be that there is something they dont   about me I dont understand why they wont answer my messages  How do I get people to respond to me",0
About a month ago  I went through my  s phone and found him messaging his ex-  that he was   before me  He gave her a promise ring when they were together  and he still had it hiding in his memory box in our sons room  I found many things on his phone  but that broke my heart the most  He deleted all the messages but two  I cant help thinking they were talking about the old times together or something   that  It   kills me  and I cant stop thinking about it ,0
I snap easy and push people away  I need help before I push my   away ,0
I have been falling into a deep  where I can no funct during the day and night  The only time I am at peace is when Im asleep  If I am with friends  family  at work  and mainly alone  I cannot think straight  I no longer feel   myself ,1
Im almost never happy  Half of the time  I dont feel anything  I find it easy to make myself feel nothing  I know I push people away because its easier  I   want answers  Im sick of feeling this way  Its ruining my relatships with people ,1
I dont feel   myself anymore  For example  I could walk up an entire flight of stairs before realizing that my legs are moving  I feel   Im watching my life be lived by someone else ,0
My mother has Alzheimers and she has become so nasty and mean to everyone and she always asks for unrealistic  silly or meaningless items   I get so frustrated and angry  but then I feel guilty because I know it probably isnt her fault   How can I cope with feeling   this,0
Ive always thought that there wasnt much good out there for me  Now that things are actually going well  it kind of scares me  I spent most of my life feeling unwanted and figured I would be alone  I recently met a great woman who seems to     me  and I dont know how to process this  Its bothering both of us ,0
My husband and I got into a huge dispute  He said he wanted a divorce  and I left  I still come home a lot and see my kids  and he has not filed yet even though he still said he is  What does that mean for our marriage,0
I was in a car accident and totaled my car  I gave up my job of nine years to pursue school full-time to better myself  I failed a class  and my   that I live with thinks Im stupid and wants to break up with me  I have nowhere to go  and I feel   Im losing everything ,0
When I get around a particular person or when I go home  Im    or irritated  The feeling comes and goes all day every day  I dont know what wrong  Im not sure if Im   making up symptoms and problems in my head or if there is something actually wrong ,1
Ive been suppressing it for quite some time  but there are days when I cant make eye contact with her  I think she knows  and we both admitted there was some type of vibe  but the overall discuss was vague  I think she could possibly be   someone that works with us  Its driving me crazy  As an act of express  I have purchased a gift for her thats personalized  I havent given it to her yet ,0
"My husband and I had our first threesome recently  Everyone was and he was on her more then me  

He and I talked about it afterwards and it made me feel better  and now Im craving more of it  But before it gets close to happening I get this empty feeling  Why am I feeling this way",0
I have no idea what happened  I go places and do things but still feel lonely  I honestly have no friends  and I am always the one texting people and bothering people  I feel invisible    someone that no one wants to be around ,0
I have a lot on my mind  but all I want to do is stay locked in my room and not socialize with anyone  Why do I feel so alone,1
Sometime when small thing happen    losing a comb  I get furious   I even start throwing things  Do I have a problem,0
Im in college currently  so I am not a direct victim anymore  My father is very abusive with his words and acts  and my siblings are getting treated horribly ,0
I have absolutely nothing to do with my life but lay in  on my phone or hangout with my one friend  I dont have a job  my family doesnt include me in anything  and I dont have many friends  I have nothing to do besides go on my phone  I miss talking to people in person instead of online  I dont even talk to my family in person even from the other room ,1
"Im a senior high school student  Im also five months pregnant  I got pregnant by my   of three years  My parents dont want us to communicate with each other  He cant even come to visit my gynecologist  My mom goes to attend all of my doctors appointments  Shes supportive of me  I wish  though  that my   was next to me and be able to see his daughter on a sonogram  at the very least  My family does not understand that he deserves that much  I cry all the time because I feel lost and hopeless 
 I need guidance and I believe that you can give it to me  Am I wrong for wanting him around Are they right for keeping him away from the appointments and not letting us communicate with each other even though we are the parents I do everything that they ask of me  I   want him to be around  When I ask my parents to let him be here  they call me a selfish person  Please help me ",0
I have been dealing with  and  for a number of years  I have been on medicat  but lately my  has felt worse  Can counseling help,1
"I have PTSD  The side effects are     and have impacts on   anger and my relatships   I even lost my job month ago  

How can I get my life back",0
"Ive been with my   over 3 years  He cheated on me and the woman is now pregnant  He is physically and mentally abusive towards me  I have attempted to talk with him in order to resolve our issues however  he never wants to talk and often blames me for everything 
Im always there when he needs my help  He tells me although I help him doesnt mean that I am a good person  He always discredits me as a woman and its hurul  I spend most day crying and feeling lonely  I am unhappy and unsure of what I need to do ",0
My dad passed away when I was a teenager  I never got any help  and five years later  I feel   I cant handle it anymore ,1
"My    and I have a toxic relatship due to his emotal and verbal abuse but he makes me feel   I could never find someone better  and that I cant be happy without him 

How do I get away from this relatship",0
My toddler defies everything I say and doesnt see me as authoritative  so she says no about everything  Id   to hear some ways I can work on not needing to feel so much in control all the time ,0
I crave attent  companship  and   She has had a hysterectomy  and she has a   knee ,0
